,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Fear,Anger,Tentative
706,Mary Landrieu,SenLandrieu,W,D,"Happy Birthday to the best Dad ever, Moon Landrieu--",2,8,,,,,,,,
707,Mary Landrieu,SenLandrieu,W,D,Foreign importers refuse to pay millions in anti-dumping duties-- This is not fair to our producers here at home: http://t--co/Mstuu9VMCC,1,0,,Foreign importers refuse to pay millions in anti-dumping duties-- This is not fair to our producers here at home: http://t--co/Mstuu9VMCC. #BAFB's weapons storage area must be modernized to adequately serve the @usairforce : http://t--co/tNK6uYYIOd http://t--co/nnzoVWEQb6.,0.575112,,,,0.506978,
708,Mary Landrieu,SenLandrieu,W,D,#BAFB's weapons storage area must be modernized to adequately serve the @usairforce : http://t--co/tNK6uYYIOd http://t--co/nnzoVWEQb6,1,1,,,,,,,,
709,Mary Landrieu,SenLandrieu,W,D,Every student deserves a #FairShot at an affordable education-- Read @theadvocatebr's story: http://t--co/Oe9ZBKVyZ7 http://t--co/Jb9Bw9pYhD,9,5,,Every student deserves a #FairShot at an affordable education-- Read @theadvocatebr's story: http://t--co/Oe9ZBKVyZ7 http://t--co/Jb9Bw9pYhD.,,,0.80026,,,
710,Mary Landrieu,SenLandrieu,W,D,The Export-Import Bank allows small businesses in Louisiana continue to thrive &amp; compete on a global level-- http://t--co/v6tHCSSH62,2,2,0.769053,The Export-Import Bank allows small businesses in Louisiana continue to thrive &amp; compete on a global level-- http://t--co/v6tHCSSH62. @TeamGleason says it best: #NoWhiteFlags until those suffering from #ALS are able to live full lives:  http://t--co/iGjy5vH9E7.,,,,,,
711,Mary Landrieu,SenLandrieu,W,D,@TeamGleason says it best: #NoWhiteFlags until those suffering from #ALS are able to live full lives:  http://t--co/iGjy5vH9E7,0,1,,,,,,,,
712,Mary Landrieu,SenLandrieu,W,D,"I demanded the Army take responsibility for the explosive materials at #CampMinden-- Now, EPA has ordered action: http://t--co/cQSiylpF4C",1,2,,,,,,,,
713,Mary Landrieu,SenLandrieu,W,D,It is crucial that #BAFB's weapons storage area is upgraded-- http://t--co/P41JluzTs6,1,0,0.530262,It is crucial that #BAFB's weapons storage area is upgraded-- http://t--co/P41JluzTs6. RT @NOLAnews: Sen-- Landrieu and Rep-- Boustany push for keeping Export-Import Bank as 'Louisiana jobs producer' http://t--co/qQqwJjy3XV. Listening to #LA students &amp; professionals describe their student loan debt yesterday underscores need for reform: http://t--co/GDyH87vXrm. Everyone deserves a #fairshot at a prosperous future-- High-quality and affordable high education is the first step: http://t--co/GDyH87vXrm. Talked with #LA students &amp; grads about my #PassportToTheMiddleClass initiative yesterday-- Watch @KNOE8 's recap: http://t--co/GDyH87vXrm. RT @SenateApprops: @SenLandrieu @SenThadCochran @SenDanCoats leading conversation today re #trade enforcement &amp; job growth http://t--co/e7Rm------.,,,,,,
714,Mary Landrieu,SenLandrieu,W,D,RT @NOLAnews: Sen-- Landrieu and Rep-- Boustany push for keeping Export-Import Bank as 'Louisiana jobs producer' http://t--co/qQqwJjy3XV,5,0,,,,,,,,
715,Mary Landrieu,SenLandrieu,W,D,Listening to #LA students &amp; professionals describe their student loan debt yesterday underscores need for reform: http://t--co/GDyH87vXrm,3,3,,,,,,,,
716,Mary Landrieu,SenLandrieu,W,D,Everyone deserves a #fairshot at a prosperous future-- High-quality and affordable high education is the first step: http://t--co/GDyH87vXrm,2,3,,,,,,,,
717,Mary Landrieu,SenLandrieu,W,D,Talked with #LA students &amp; grads about my #PassportToTheMiddleClass initiative yesterday-- Watch @KNOE8 's recap: http://t--co/GDyH87vXrm,3,1,,,,,,,,
718,Mary Landrieu,SenLandrieu,W,D,RT @SenateApprops: @SenLandrieu @SenThadCochran @SenDanCoats leading conversation today re #trade enforcement &amp; job growth http://t--co/e7Rm------,4,0,,,,,,,,
719,Mary Landrieu,SenLandrieu,W,D,Great @Google Hangout today with students and young professionals in #LA on need to pass #PassportToTheMiddleClass,2,1,0.661157,"Great @Google Hangout today with students and young professionals in #LA on need to pass #PassportToTheMiddleClass. We want young people to graduate with dreams, not debt-- #PassportToTheMiddleClass",,,,,,
720,Mary Landrieu,SenLandrieu,W,D,"We want young people to graduate with dreams, not debt-- #PassportToTheMiddleClass",9,10,,,,,,,,
721,Mary Landrieu,SenLandrieu,W,D,WATCH NOW: Roundtable Discussion with Louisiana college students-- Log on to watch now: http://t--co/NMweeQ8GbJ,3,1,0.724629,"Today marks 2yr anniversary of #RESTOREAct-- A victory for LA because of both parties, biz and enviro leaders-- WATCH https://t--co/z98HuggP40.",0.901894,,,,,
722,Mary Landrieu,SenLandrieu,W,D,LIVE IN 30min: Join me &amp; LA students on google hangout to discuss solution to student loan debt at 3:10pm-- RSVP Here: http://t--co/NMweeQ8GbJ,0,1,0.531168,Watch @KLFY's report on yesterday's @SenateEnergy Offshore Energy Production Lafayette Field Hearing http://t--co/3WNxuMHGgw.,0.702145,,0.543112,,,
723,Mary Landrieu,SenLandrieu,W,D,LIVE TOMORROW: Join me &amp; LA students on google hangout to discuss solution to student loan debt at 3:10pm-- RSVP Here: http://t--co/NMweeQ8GbJ,12,4,0.698563,"More offshore energy exploration and production means more high-paying jobs for hard working Americans: http://t--co/3WNxuMHGgw. Spent the day in Lafayette to push for more drilling in the Gulf-- Thanks to Beta Energy for hosting me-- http://t--co/eIZrDzijsI. RT @NolaDefender: Double Landrieu-- Mayor Mitch, Mary Landrieu announce goal of ending homelessness among NOLA veterans by 2015 http://t--co/------.",,,,,,
724,Mary Landrieu,SenLandrieu,W,D,50 ft Mississippi allows us to secure larger trade market-- Funding announced for @USACEHQ study is step forward http://t--co/b6MMjGJ5MO,5,2,0.901595,Wishing everyone a happy and safe 4th of July weekend as our families and friends gather to celebrate the birth of our great nation #USA.,0.60456,,,,,
725,Mary Landrieu,SenLandrieu,W,D,Fed mgmt of #RedSnapper is broken-- I urge Senators to support my bill to sportsmen's act to give Gulf states control http://t--co/SGYEHNz8Ec,1,1,,,,,,,,
726,Mary Landrieu,SenLandrieu,W,D,"Today marks 2yr anniversary of #RESTOREAct-- A victory for LA because of both parties, biz and enviro leaders-- WATCH https://t--co/z98HuggP40",10,4,0.724629,"Today marks 2yr anniversary of #RESTOREAct-- A victory for LA because of both parties, biz and enviro leaders-- WATCH https://t--co/z98HuggP40.",0.901894,,,,,
727,Mary Landrieu,SenLandrieu,W,D,Watch @KLFY's report on yesterday's @SenateEnergy Offshore Energy Production Lafayette Field Hearing http://t--co/3WNxuMHGgw,0,1,0.531168,Watch @KLFY's report on yesterday's @SenateEnergy Offshore Energy Production Lafayette Field Hearing http://t--co/3WNxuMHGgw.,0.702145,,0.543112,,,
728,Mary Landrieu,SenLandrieu,W,D,More offshore energy exploration and production means more high-paying jobs for hard working Americans: http://t--co/3WNxuMHGgw,3,1,0.698563,"More offshore energy exploration and production means more high-paying jobs for hard working Americans: http://t--co/3WNxuMHGgw. Spent the day in Lafayette to push for more drilling in the Gulf-- Thanks to Beta Energy for hosting me-- http://t--co/eIZrDzijsI. RT @NolaDefender: Double Landrieu-- Mayor Mitch, Mary Landrieu announce goal of ending homelessness among NOLA veterans by 2015 http://t--co/------.",,,,,,
729,Mary Landrieu,SenLandrieu,W,D,Spent the day in Lafayette to push for more drilling in the Gulf-- Thanks to Beta Energy for hosting me-- http://t--co/eIZrDzijsI,0,2,,,,,,,,
730,Mary Landrieu,SenLandrieu,W,D,"RT @NolaDefender: Double Landrieu-- Mayor Mitch, Mary Landrieu announce goal of ending homelessness among NOLA veterans by 2015 http://t--co/------",10,0,,,,,,,,
731,Mary Landrieu,SenLandrieu,W,D,Wishing everyone a happy and safe 4th of July weekend as our families and friends gather to celebrate the birth of our great nation #USA,8,8,0.901595,Wishing everyone a happy and safe 4th of July weekend as our families and friends gather to celebrate the birth of our great nation #USA.,0.60456,,,,,
732,Mary Landrieu,SenLandrieu,W,D,See the full list of new hunting/fishing opportunities planned on wildlife refuges in La-- http://t--co/5arNHIIg86 http://t--co/CozjkSqJJn,3,4,,,,,,,,
733,Mary Landrieu,SenLandrieu,W,D,"This hunting/fishing expansion plan means more econ-- growth &amp; jobs in our hunting, fishing, and outdoor industries http://t--co/QbuYetynMz",1,0,0.785064,I'm proud that @DHSgov continues to turn to Louisiana for the cyber talent &amp; infrastructure that will create thousands of high-paying jobs.,,,,,,
734,Mary Landrieu,SenLandrieu,W,D,I'm glad @USFWSSoutheast acted on my request so that La-- hunters &amp; anglers can enjoy more of the bountiful wildlife that we have to offer,1,0,0.768138,I'm glad @USFWSSoutheast acted on my request so that La-- hunters &amp; anglers can enjoy more of the bountiful wildlife that we have to offer.,0.775384,,,,,
735,Mary Landrieu,SenLandrieu,W,D,"50 yrs ago, the work of many civil rights leaders culminated in the signing of #civilrightsact-- We continue their fight-- #CRA50",13,7,,,,,,,,
736,Mary Landrieu,SenLandrieu,W,D,"This will provide @USCG w/ exceptional boats to carry out critical lifesaving missions &amp; support 3,000 jobs in SE LA http://t--co/ny9EfebV0V",2,1,0.7848,Thankful to see House passes my bill to memorialize FDR's #DDay prayer to our troops on nat'l WWII memorial http://t--co/ik8zDaWFgm.,0.705784,,,,,
737,Mary Landrieu,SenLandrieu,W,D,Families should not have to pay high flood ins-- rates based on @FEMA maps that fail to recognize local levees http://t--co/J5zhobYi7q,2,1,,,,,,,,
738,Mary Landrieu,SenLandrieu,W,D,This funding will beef up our efforts to punish those who cheat the market &amp; our Louisiana seafood producers http://t--co/rSUxAxGHDI,2,1,,,,,,,,
739,Mary Landrieu,SenLandrieu,W,D,"RT @NolaDefender: Feds provide new money to enforce crawfish and shrimp trade tariffs, says @SenLandrieu http://t--co/CnzvxUy4lV",1,0,,"BREAKING: Poverty Point in Northeast Louisiana to become World Heritage Site, bringing | tourism &amp; jobs--.",,0.607304,,,,
740,Mary Landrieu,SenLandrieu,W,D,RT @FarmBureauLA: U--S-- Sen-- Mary Landrieu speaking to sugar cane growers at the sugar commodity conference-- #LFBF14 http://t--co/hbmOgChBG8,3,0,,,,,,,,
741,Mary Landrieu,SenLandrieu,W,D,"RT @NOLAnews: Sen-- Mary Landrieu announces $3 million to fight illegally imported shrimp, crawfish http://t--co/NPDIJ4od6B",11,0,,,,,,,,
742,Mary Landrieu,SenLandrieu,W,D,"Too many @FEMA maps are flawed, causing families to pay unfair flood insurance rates-- New funding will help correct: http://t--co/DndnYOTQye",11,2,0.821096,"Too many @FEMA maps are flawed, causing families to pay unfair flood insurance rates-- New funding will help correct: http://t--co/DndnYOTQye. Congrats to Louisiana's Rev-- Samuel Tolbert and his family for the incredible honor of being elected President to @NABF.",,,,,,
743,Mary Landrieu,SenLandrieu,W,D,Congrats to Louisiana's Rev-- Samuel Tolbert and his family for the incredible honor of being elected President to @NABF,5,3,,,,,,,,
744,Mary Landrieu,SenLandrieu,W,D,Geaux #USA @ussoccer #WorldCup,18,11,0.701829,Must have been my vote that put @SteveScalise over the top http://t--co/wMmQ6k8qQw This leadership position is good for #La--,0.515576,,,,,
745,Mary Landrieu,SenLandrieu,W,D,I'm proud that @DHSgov continues to turn to Louisiana for the cyber talent &amp; infrastructure that will create thousands of high-paying jobs,5,2,0.785064,I'm proud that @DHSgov continues to turn to Louisiana for the cyber talent &amp; infrastructure that will create thousands of high-paying jobs.,,,,,,
746,Mary Landrieu,SenLandrieu,W,D,Louisiana's I-20 Tech Corridor is leading the way in educating cyber warriors to fill the jobs needed to protect us https://t--co/pXHWGkSy0Q,6,1,,Louisiana's I-20 Tech Corridor is leading the way in educating cyber warriors to fill the jobs needed to protect us https://t--co/pXHWGkSy0Q.,0.713028,,,,,
747,Mary Landrieu,SenLandrieu,W,D,"This tourist attraction in NE LA is being added to people's bucket lists, thanks to #WorldHeritageSite designation: https://t--co/oGGAgHFlyS",3,2,,,,,,,,
748,Mary Landrieu,SenLandrieu,W,D,Thankful to see House passes my bill to memorialize FDR's #DDay prayer to our troops on nat'l WWII memorial http://t--co/ik8zDaWFgm,3,1,0.7848,Thankful to see House passes my bill to memorialize FDR's #DDay prayer to our troops on nat'l WWII memorial http://t--co/ik8zDaWFgm.,0.705784,,,,,
749,Mary Landrieu,SenLandrieu,W,D,I am working to lead our delegation's effort to ensure Congress approves this recommendation for Barksdale http://t--co/rLN3vUe6fO,5,2,,,,,,,,
750,Mary Landrieu,SenLandrieu,W,D,Pinning a fourth-star to #BAFB will create more jobs &amp; give a stronger voice within Air Force http://t--co/rLN3vUe6fO http://t--co/Z4xdUePBMa,8,1,,,,,,,,
751,Mary Landrieu,SenLandrieu,W,D,RT @NOLAnews: Sen-- Landrieu adds money to upgade FEMA flood maps and build more ships at Bollinger http://t--co/mi3wsZY3vE,4,0,,,,,,,,
752,Mary Landrieu,SenLandrieu,W,D,RT @MyArkLaMiss: Landrieu Secures $100M to Update Flawed and Inaccurate Flood Maps #landrieu #maps #floods--http://t--co/8y2fo1Mmxe http://t--------,2,0,,,,,,,,
753,Mary Landrieu,SenLandrieu,W,D,Poverty Point becoming a World Heritage Site has been a team effort and not possible without @JayDardenne &amp; Senator Francis Thompson--,5,6,,,,,,,,
754,Mary Landrieu,SenLandrieu,W,D,"BREAKING: Poverty Point in Northeast Louisiana to become World Heritage Site, bringing | tourism &amp; jobs--",7,10,,"BREAKING: Poverty Point in Northeast Louisiana to become World Heritage Site, bringing | tourism &amp; jobs--.",,0.607304,,,,
755,Mary Landrieu,SenLandrieu,W,D,Paying @UNESCO dues big part of #PovertyPoint being recognized as World Heritage site to bring tourism to NE La-- https://t--co/0WpeSRc8dY,2,1,,,,,,,,
756,Mary Landrieu,SenLandrieu,W,D,My bill to approve #KeystoneXL passed @SenateEnergy-- I am committed to seeing it through to full #Senate-- Watch: https://t--co/ZcmsVikMgG,7,3,,,,,,,,
757,Mary Landrieu,SenLandrieu,W,D,Current unrest in #Iraq underscores need for America to become #EnergySecure-- Building #KXL is the 1st step-- Watch: https://t--co/ZcmsVikMgG,4,0,,,,,,,,
758,Mary Landrieu,SenLandrieu,W,D,RT @SenateHistory: #tbt The senators who helped insure passage of the Civil Rights Act of 1964 #CRA50 http://t--co/1fc2V7WYhQ,31,0,,,,,,,,
759,Mary Landrieu,SenLandrieu,W,D,"50 yrs ago today, US Senate passed the #CivilRights Act of 1964-- #CRA50 I am committed to ensuring all have an equal opportunity to succeed",9,12,,,,,,,,
760,Mary Landrieu,SenLandrieu,W,D,Must have been my vote that put @SteveScalise over the top http://t--co/wMmQ6k8qQw This leadership position is good for #La--,11,6,0.701829,Must have been my vote that put @SteveScalise over the top http://t--co/wMmQ6k8qQw This leadership position is good for #La--.,0.515576,,,,,
761,Mary Landrieu,SenLandrieu,W,D,"Tks to hard work of #LAports like Port of @citymorgancity, our ports will get the credit that they deserve http://t--co/zVVt7K10pq",2,2,,,,,,,,
762,Mary Landrieu,SenLandrieu,W,D,My provision ensures #LAports receives credit &amp; @USACEHQ prioritizes projects at Port of @citymorgancity http://t--co/zVVt7K10pq,0,0,,,,,,,,
763,Mary Landrieu,SenLandrieu,W,D,"#LAPorts deserve to be on a level playing field-- Now, the @USACEHQ must value specialized cargo: http://t--co/SCtG5J0mWf",0,0,0.857766,It's going to truly be a happy occasion when these soldiers are finally reunited with their families-- #WelcomeHome http://t--co/aUEEMmLT6q. Keystone would bring 2x as much oil to the US than we import from Iraq-- We need to build this pipeline now #KXL.,,,,,,
764,Mary Landrieu,SenLandrieu,W,D,Sempra #LNG export facility approved by @FERC paves the way to create thousands of high-paying jobs in Southwest Louisiana,5,3,0.762971,The events in Iraq remind us how important it is to make our country energy secure-- #KXL.,,,0.6821,,,
765,Mary Landrieu,SenLandrieu,W,D,It's going to truly be a happy occasion when these soldiers are finally reunited with their families-- #WelcomeHome http://t--co/aUEEMmLT6q,0,1,0.857766,It's going to truly be a happy occasion when these soldiers are finally reunited with their families-- #WelcomeHome http://t--co/aUEEMmLT6q. Keystone would bring 2x as much oil to the US than we import from Iraq-- We need to build this pipeline now #KXL.,,,,,,0.615352
766,Mary Landrieu,SenLandrieu,W,D,Keystone would bring 2x as much oil to the US than we import from Iraq-- We need to build this pipeline now #KXL,4,5,,,,,,,,
767,Mary Landrieu,SenLandrieu,W,D,The events in Iraq remind us how important it is to make our country energy secure-- #KXL,8,6,0.762971,The events in Iraq remind us how important it is to make our country energy secure-- #KXL.,,,0.6821,,,
768,Mary Landrieu,SenLandrieu,W,D,"Unlike some of my colleagues, I'm not going to give up until we get #KXL built--",2,1,,"Unlike some of my colleagues, I'm not going to give up until we get #KXL built--.",,,,,,0.615352
769,Mary Landrieu,SenLandrieu,W,D,"Last month, I said the battle to build the #Keystone Pipeline was not over-- Today's passage of my bill is step forward for #KXL",5,7,,,,,,,,
770,Mary Landrieu,SenLandrieu,W,D,"#LAPorts deserve to be on a level playing field-- Tks to my provision, @USACEHQ must value oil/gas cargo: http://t--co/SCtG5J0mWf",1,0,0.771399,"With their representation, #PovertyPoint could stand alongside Great Wall of China, Stonehenge, &amp; the Pyramids http://t--co/Z3sJM2L5Wg. Safe travels to the US delegation heading to represent #PovertyPoint at @UNESCO #WorldHeritage Convention http://t--co/Z3sJM2L5Wg. Wishing my father and all the fathers around the world a #HappyFathersDay today--.",,,,,,
771,Mary Landrieu,SenLandrieu,W,D,RT @AlpertDC: Sen-- Landrieu adds provision to spending bill aiding ports that supply oil and gas exploration http://t--co/SnxVqsX2t9 via @no------,2,0,0.545988,600k student loan borrowers deserve a #FairShot at an opportunity to #BuildDreamsNotDebt-- Watch @KATCTV3's story: http://t--co/tQaehvU7tK. I'll work w/ both parties for the 20K #SWLA vets who deserve quality care close to home-- We're almost there http://t--co/Lo2xoXlNnU. #SWLA #vets deserve easy access to quality care-- We are 1 step closer to #VAclinics-- Read @AmericanPress's story: http://t--co/Lo2xoXlNnU.,,,,,,
772,Mary Landrieu,SenLandrieu,W,D,RT @NOLAnews: Sen-- Landrieu adds provision to spending bill aiding ports that supply oil and gas exploration http://t--co/SDG4ft5VAd,5,0,0.777233,"With 300K #veterans in LA, I am happy to see bipartisan agreement to build 2 #VAclinics in SWLA: http://t--co/6Xyu9q54uo.",,,,,,
773,Mary Landrieu,SenLandrieu,W,D,#LA waterways are 25% of waterborne commerce in the US-- It's crucial that officials understand need to strengthen levees &amp; dredge rivers,5,3,,,,,,,,
774,Mary Landrieu,SenLandrieu,W,D,Looking fwd to showing @ShaunHUD econ-- muscle of #LA ports-- A vital step securing more projects for @TeamNewOrleans http://t--co/ITRItJwzOG,3,1,,I urge House &amp; Senate negotiators to ensure the compromise bill keeps the promises we've made to our veterans &amp; construct these clinics now.,0.807548,,,,,
775,Mary Landrieu,SenLandrieu,W,D,Families shouldn't pay high #floodinsurance rates b/c of flawed maps-- I'm fighting to hold @FEMA accountable http://t--co/QG9vMheSCd,7,3,,,,,,,,
776,Mary Landrieu,SenLandrieu,W,D,"With their representation, #PovertyPoint could stand alongside Great Wall of China, Stonehenge, &amp; the Pyramids http://t--co/Z3sJM2L5Wg",2,3,0.771399,"With their representation, #PovertyPoint could stand alongside Great Wall of China, Stonehenge, &amp; the Pyramids http://t--co/Z3sJM2L5Wg. Safe travels to the US delegation heading to represent #PovertyPoint at @UNESCO #WorldHeritage Convention http://t--co/Z3sJM2L5Wg. Wishing my father and all the fathers around the world a #HappyFathersDay today--.",0.699729,,,,,0.664718
777,Mary Landrieu,SenLandrieu,W,D,Safe travels to the US delegation heading to represent #PovertyPoint at @UNESCO #WorldHeritage Convention http://t--co/Z3sJM2L5Wg,3,2,,,,,,,,
778,Mary Landrieu,SenLandrieu,W,D,Wishing my father and all the fathers around the world a #HappyFathersDay today--,6,5,,You could save more $$ under the proposed student loan refinancing bill-- Calculate your potential savings: http://t--co/uzT8toeEJE.,0.891685,,,,,0.647986
779,Mary Landrieu,SenLandrieu,W,D,600k student loan borrowers deserve a #FairShot at an opportunity to #BuildDreamsNotDebt-- Watch @KATCTV3's story: http://t--co/tQaehvU7tK,7,2,0.545988,600k student loan borrowers deserve a #FairShot at an opportunity to #BuildDreamsNotDebt-- Watch @KATCTV3's story: http://t--co/tQaehvU7tK. I'll work w/ both parties for the 20K #SWLA vets who deserve quality care close to home-- We're almost there http://t--co/Lo2xoXlNnU. #SWLA #vets deserve easy access to quality care-- We are 1 step closer to #VAclinics-- Read @AmericanPress's story: http://t--co/Lo2xoXlNnU.,0.696092,,,,,
780,Mary Landrieu,SenLandrieu,W,D,I'll work w/ both parties for the 20K #SWLA vets who deserve quality care close to home-- We're almost there http://t--co/Lo2xoXlNnU,1,0,0.558206,"#WRDA becoming law means #MorganzaToTheGulf has been green-lit, finally giving ppl of Terrebonne &amp; Lafourche flood protection they deserve.",,,,,,
781,Mary Landrieu,SenLandrieu,W,D,#SWLA #vets deserve easy access to quality care-- We are 1 step closer to #VAclinics-- Read @AmericanPress's story: http://t--co/Lo2xoXlNnU,2,0,,,,,,,,
782,Mary Landrieu,SenLandrieu,W,D,"With 300K #veterans in LA, I am happy to see bipartisan agreement to build 2 #VAclinics in SWLA: http://t--co/6Xyu9q54uo",5,4,0.777233,"With 300K #veterans in LA, I am happy to see bipartisan agreement to build 2 #VAclinics in SWLA: http://t--co/6Xyu9q54uo.",0.653099,,,,,
783,Mary Landrieu,SenLandrieu,W,D,"When the 600k La-- student loan borrowers get on the phone with their reps, I think we'll have some movement on #BankOnStudents 202-224-3121",32,14,0.63711,"Hustle Up &amp; Bustle Up, @CajunsBaseball-- Cheering you on tonight vs-- Ole Miss-- http://t--co/RHu7odndjJ #WeAreLouisiana.",,,,,,
784,Mary Landrieu,SenLandrieu,W,D,I urge House &amp; Senate negotiators to ensure the compromise bill keeps the promises we've made to our veterans &amp; construct these clinics now,2,2,,I urge House &amp; Senate negotiators to ensure the compromise bill keeps the promises we've made to our veterans &amp; construct these clinics now.,0.807548,,,,,
785,Mary Landrieu,SenLandrieu,W,D,BREAKING: Veterans reform bill passes &amp; includes my provision to green-light 2 #VAClinics in SWLA and 25 others across the nation,56,22,0.968987,Thank you to the people of MD for honoring me with your confidence &amp; trust to be your voice &amp; your vote-- God bless------ https://t--co/L350UV7cuN,,,0.543112,,,
786,Mary Landrieu,SenLandrieu,W,D,How much could you save-- Find out at http://t--co/uzT8toeEJE #BankOnStudents http://t--co/lm5HWuIobb,6,4,,How much could you save-- Find out at http://t--co/uzT8toeEJE #BankOnStudents http://t--co/lm5HWuIobb. Use this new calculator to see how much $$ you could save on your student loans under the new refinancing bill: http://t--co/uzT8toeEJE.,0.699729,,,,,0.664718
787,Mary Landrieu,SenLandrieu,W,D,Use this new calculator to see how much $$ you could save on your student loans under the new refinancing bill: http://t--co/uzT8toeEJE,5,2,,,,,,,,
788,Mary Landrieu,SenLandrieu,W,D,How much money could you save under my student loan refinancing bill-- Calculate &amp; tweet your savings #DegreesNotDebt http://t--co/uzT8toeEJE,2,1,,,,,,,,
789,Mary Landrieu,SenLandrieu,W,D,College is challenging enough w/o worrying about debt-- Calculate your potential savings from new student loan bill http://t--co/uzT8toeEJE,8,0,,,,,,,,
790,Mary Landrieu,SenLandrieu,W,D,Thanks-- MT: @NationalCASA: Michael Piraino announces special CASA award for @SenLandrieu this morning-- #casaconf14 http://t--co/kZxirf1F2p,1,2,,,,,,,,
791,Mary Landrieu,SenLandrieu,W,D,RT @NationalCASA: Michael Piraino announces special CASA award for @SenLandrieu at this morning's session-- #casaconf14 http://t--co/ThhJs08a------,8,0,,,,,,,,
792,Mary Landrieu,SenLandrieu,W,D,You could save more $$ under the proposed student loan refinancing bill-- Calculate your potential savings: http://t--co/uzT8toeEJE,2,0,,You could save more $$ under the proposed student loan refinancing bill-- Calculate your potential savings: http://t--co/uzT8toeEJE.,0.891685,,,,,0.647986
793,Mary Landrieu,SenLandrieu,W,D,"But to build Morganza, it's going to take $$-- That's why, I successfully established revenue sharing to bring money back to Louisiana",0,0,,"But to build Morganza, it's going to take $$-- That's why, I successfully established revenue sharing to bring money back to Louisiana.",0.696092,,,,,
794,Mary Landrieu,SenLandrieu,W,D,"#WRDA becoming law means #MorganzaToTheGulf has been green-lit, finally giving ppl of Terrebonne &amp; Lafourche flood protection they deserve",5,2,0.558206,"#WRDA becoming law means #MorganzaToTheGulf has been green-lit, finally giving ppl of Terrebonne &amp; Lafourche flood protection they deserve.",,,,,,
795,Mary Landrieu,SenLandrieu,W,D,Avg-- La-- borrower saves an estimated $8k on student loan repayments with new bill-- Find out how much you could save: http://t--co/uzT8toeEJE,5,3,,,,,,,,
796,Mary Landrieu,SenLandrieu,W,D,Tuning in tonight to root on @CajunsBaseball as they take on Ole Miss for the championship #RoadToOmaha #WeAreLouisiana #UL #GeauxCajuns,3,7,,,,,,,,
797,Mary Landrieu,SenLandrieu,W,D,"Under no circumstances should you shave your face, @CajunsBaseball-- #GeauxCajuns-- http://t--co/RHu7odndjJ #RoadToOmaha",2,1,,"Under no circumstances should you shave your face, @CajunsBaseball-- #GeauxCajuns-- http://t--co/RHu7odndjJ #RoadToOmaha.",0.653099,,,,,
798,Mary Landrieu,SenLandrieu,W,D,"Hustle Up &amp; Bustle Up, @CajunsBaseball-- Cheering you on tonight vs-- Ole Miss-- http://t--co/RHu7odndjJ #WeAreLouisiana",2,2,0.63711,"Hustle Up &amp; Bustle Up, @CajunsBaseball-- Cheering you on tonight vs-- Ole Miss-- http://t--co/RHu7odndjJ #WeAreLouisiana.",,,,,,
799,Mary Landrieu,SenLandrieu,W,D,"When you work hard &amp; play by rules, you deserve a #FairShot to build prosperous future &amp; bridge to middle class",7,3,,,,,,,,
800,Barbara Mikulski,SenatorBarb,W,D,Thank you to the people of MD for honoring me with your confidence &amp; trust to be your voice &amp; your vote-- God bless------ https://t--co/L350UV7cuN,121,625,0.968987,Thank you to the people of MD for honoring me with your confidence &amp; trust to be your voice &amp; your vote-- God bless------ https://t--co/L350UV7cuN.,,,0.543112,,,
801,Barbara Mikulski,SenatorBarb,W,D,Watch my remarks on the Senate floor thanking the people of Maryland for the opportunity to serve-- https://t--co/7CLK9cyBlN,32,97,,,,,,,,
802,Barbara Mikulski,SenatorBarb,W,D,My remarks on the Senate floor summing up my service to the people of Maryland and the nation-- https://t--co/ZLs6R75Afq,21,42,,,,,,,,
803,Barbara Mikulski,SenatorBarb,W,D,May the Force be with you-- https://t--co/Ewaif4qb97,15,48,,May the Force be with you-- https://t--co/Ewaif4qb97.,0.842108,,,0.575752,,0.946222
804,Barbara Mikulski,SenatorBarb,W,D,So pleased to sit down w @CNN's insightful @DanaBashCNN to discuss my service on behalf of Maryland &amp; nation-- https://t--co/lw1dp6PNm2,49,135,0.601466,So pleased to sit down w @CNN's insightful @DanaBashCNN to discuss my service on behalf of Maryland &amp; nation-- https://t--co/lw1dp6PNm2.,,,,,,
805,Barbara Mikulski,SenatorBarb,W,D,Headed to Senate floor to give remarks summing up my service in US Congress on behalf of people of MD &amp;nation-- Watch https://t--co/J6nst9qqDf,44,181,,,,,,,,
806,Barbara Mikulski,SenatorBarb,W,D,--@SenatorBoxer my good friend &amp; irreplaceable political partner - leaves a lasting legacy in Senate of making people's lives better--,20,89,0.612807,--@SenatorBoxer my good friend &amp; irreplaceable political partner - leaves a lasting legacy in Senate of making people's lives better--.,,,,,,
807,Barbara Mikulski,SenatorBarb,W,D,--@SenatorBoxer an inspiration to young women across country who want to be involved in public service - she's a fighter who never gives up,34,109,0.579693,--@SenatorBoxer an inspiration to young women across country who want to be involved in public service - she's a fighter who never gives up.,,,,,,
808,Barbara Mikulski,SenatorBarb,W,D,Proud to again stand side by side w @SenatorBoxer on floor of US Senate as she gave heartfelt remarks to people of California &amp; America--,21,69,,,,,,,,
