,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Tentative,Fear,Anger
406,Chris Murphy,ChrisMurphyCT,M,D,"Great conversation in Trumbull this morning with @vickitesoro and community members living in  Stern Village, a hou------ https://t--co/jfEhXzB5Yy",32,102,0.745424,"Great conversation in Trumbull this morning with @vickitesoro and community members living in  Stern Village, a hou------ https://t--co/jfEhXzB5Yy.",,,,,,
407,Chris Murphy,ChrisMurphyCT,M,D,Thanks to everyone who joined us in Ridgefield for this morning's pancake breakfast-- I got to honor two amazing stu------ https://t--co/MZraCs4NON,13,65,0.96228,Thanks to everyone who joined us in Ridgefield for this morning's pancake breakfast-- I got to honor two amazing stu------ https://t--co/MZraCs4NON.,,,,,,
408,Chris Murphy,ChrisMurphyCT,M,D,Yes-- https://t--co/Je9OqzOv8a,68,594,,,,,,,,
409,Chris Murphy,ChrisMurphyCT,M,D,It may not feel like spring in Connecticut just yet but the Hammonasset osprey cam is officially live-- https://t--co/AC5OvYNUlz,97,855,,It may not feel like spring in Connecticut just yet but the Hammonasset osprey cam is officially live-- https://t--co/AC5OvYNUlz.,0.641954,,,0.873263,,
410,Chris Murphy,ChrisMurphyCT,M,D,Yesterday I heard from seniors in New Haven about how they are coping with the rising cost of prescription drugs an------ https://t--co/q7mcjuQIXG,61,199,,,,,,,,
411,Chris Murphy,ChrisMurphyCT,M,D,RT @RidgefieldPress: Senator Chris Murphy to host pancake breakfast at St-- Stephen's Friday morning https://t--co/HemiexPav0 https://t--co/2Z------,14,0,0.746063,RT @RidgefieldPress: Senator Chris Murphy to host pancake breakfast at St-- Stephen's Friday morning https://t--co/HemiexPav0 https://t--co/2Z------.,,,,,,
412,Chris Murphy,ChrisMurphyCT,M,D,Connecticut manufacturers continue to grow and create new jobs-- I'm going to keep fighting for defense contracts th------ https://t--co/UBGX5cwEFZ,33,120,,,,,,,,
413,Chris Murphy,ChrisMurphyCT,M,D,Huge congratulations to #TeamMurphy intern @leahjuliett for being named one of this year's @glaad rising stars-- https://t--co/Jhk1YnsjQN,39,212,0.821679,Huge congratulations to #TeamMurphy intern @leahjuliett for being named one of this year's @glaad rising stars-- https://t--co/Jhk1YnsjQN.,,,,,,
414,Chris Murphy,ChrisMurphyCT,M,D,RT @News12CT: Sen-- Murphy meets with those on the front lines of opioid addiction--https://t--co/nNRXocK19I,10,0,,,,,,,,
415,Chris Murphy,ChrisMurphyCT,M,D,Across the Naugatuck Valley there are former industrial sites waiting to be turned into new businesses-- I introduce------ https://t--co/1xE7RPDzys,55,182,,,,,,,,
416,Chris Murphy,ChrisMurphyCT,M,D,Great conversation yesterday in New London about transportation in our state and how we can build out our infrastru------ https://t--co/D5jBjrF66c,14,59,0.784599,Great conversation yesterday in New London about transportation in our state and how we can build out our infrastru------ https://t--co/D5jBjrF66c.,,,,,,
417,Chris Murphy,ChrisMurphyCT,M,D,"RT @TopherSpiro: BREAKING: In the face of repeated attempts to repeal the ACA and numerous acts of overt sabotage, ACA enrollment remains s------",1362,0,,"RT @TopherSpiro: BREAKING: In the face of repeated attempts to repeal the ACA and numerous acts of overt sabotage, ACA enrollment remains s------.",,0.561061,,,,
418,Chris Murphy,ChrisMurphyCT,M,D,Heard from residents and caregivers at East Shore Senior Center in New Haven about how they are dealing with rising------ https://t--co/WtgehNR00v,16,79,,,,,,,,
419,Chris Murphy,ChrisMurphyCT,M,D,I fought hard to help North Hartford get a Promise Zone designation which will help them get more funding for emplo------ https://t--co/tHRIlqC2B2,9,61,,,,,,,,
420,Chris Murphy,ChrisMurphyCT,M,D,"Sat down with @MayorBronin, students and community groups in Hartford to hear more about their experiences with you------ https://t--co/srxmgQFZYH",13,68,,,,,,,,
421,Chris Murphy,ChrisMurphyCT,M,D,"50 years after Martin Luther King Jr-- was assassinated in Memphis, his work is not yet done-- It's our turn to pick------ https://t--co/c43n6mcSXd",57,172,,,,,,,,
422,Chris Murphy,ChrisMurphyCT,M,D,The Good Friday Agreement that brought peace to Northern Ireland is one of the great diplomatic achievements of our------ https://t--co/xxTRMxWm7H,16,85,0.909976,The Good Friday Agreement that brought peace to Northern Ireland is one of the great diplomatic achievements of our------ https://t--co/xxTRMxWm7H.,,,,,,
423,Chris Murphy,ChrisMurphyCT,M,D,Stopped by CV Tool Company in Southington to talk about job creation and how I'm working to strengthen our Buy Amer------ https://t--co/kB1acyfdr5,21,84,,,,,,,,
424,Chris Murphy,ChrisMurphyCT,M,D,Calling all CT veterans - don't miss today's #Heroes4Hire career fair in East Hartford https://t--co/vifxYoy7Dw,27,68,,Calling all CT veterans - don't miss today's #Heroes4Hire career fair in East Hartford https://t--co/vifxYoy7Dw.,,,0.775702,,,
425,Chris Murphy,ChrisMurphyCT,M,D,"Clarifying that CDC is allowed to conduct research on gun violence is a tiny step forward-- Now, we need to appropri------ https://t--co/sVguzN46UM",665,2573,,"Clarifying that CDC is allowed to conduct research on gun violence is a tiny step forward-- Now, we need to appropri------ https://t--co/sVguzN46UM.",0.895415,,,,,
426,Chris Murphy,ChrisMurphyCT,M,D,"Thanks to Ambassador @DanMulhall, Special Envoy George Mitchell and everyone who joined us to discuss the North Ire------ https://t--co/ZNmXZJV52i",31,123,0.725577,"Thanks to Ambassador @DanMulhall, Special Envoy George Mitchell and everyone who joined us to discuss the North Ire------ https://t--co/ZNmXZJV52i.",,,,,,
427,Chris Murphy,ChrisMurphyCT,M,D,Stopped by Aerocision in Chester to meet with employees and talk about my work to secure new defense investment in------ https://t--co/CD8VbdowOK,16,59,,,,,,,,
428,Chris Murphy,ChrisMurphyCT,M,D,"The bipartisan funding bill contained big new investments in CT roads and rail, including $650 million for the Nort------ https://t--co/GIzzuFyJuX",17,79,,,,,,,,
429,Chris Murphy,ChrisMurphyCT,M,D,"Met with Connecticut commuters, businesses owners and transportation leaders in New London today for a Transportati------ https://t--co/f42r60n1re",23,142,0.618944,"Met with Connecticut commuters, businesses owners and transportation leaders in New London today for a Transportati------ https://t--co/f42r60n1re.",0.506763,,,,,
430,Chris Murphy,ChrisMurphyCT,M,D,RT @DeptVetAffairs: Veterans with 'Other-Than-Honorable' discharges now eligible for mental health care from the VA https://t--co/3cdyVxs9MD------,110,0,,RT @DeptVetAffairs: Veterans with 'Other-Than-Honorable' discharges now eligible for mental health care from the VA https://t--co/3cdyVxs9MD------.,,0.575747,,,,
431,Chris Murphy,ChrisMurphyCT,M,D,"In Connecticut, we've seen firsthand how recovery coaches help people struggling with addiction-- My bipartisan bill------ https://t--co/BiYJYbD36e",57,222,,,,,,,,
432,Chris Murphy,ChrisMurphyCT,M,D,It's not just mass shootings-- Young lives are cut short by gun violence every single day-- https://t--co/OnOx0pcavk,985,1666,,It's not just mass shootings-- Young lives are cut short by gun violence every single day-- https://t--co/OnOx0pcavk.,,0.586338,,,,
433,Chris Murphy,ChrisMurphyCT,M,D,Happy 10th birthday to New Haven's own @SeeClickFix https://t--co/gUMT9SUyQe,15,47,0.945464,Happy 10th birthday to New Haven's own @SeeClickFix https://t--co/gUMT9SUyQe.,,,,,,
434,Chris Murphy,ChrisMurphyCT,M,D,"In March the president signed my Honor Our Commitment Act into law, expanding mental health care for veterans who d------ https://t--co/M4zwzs0bYb",55,233,,"In March the president signed my Honor Our Commitment Act into law, expanding mental health care for veterans who d------ https://t--co/M4zwzs0bYb.",0.599421,,,,,
435,Chris Murphy,ChrisMurphyCT,M,D,I've been on a mission to help expand Connecticut's shellfish industry by making sure Connecticut fishermen can com------ https://t--co/YgX5aEq0gR,23,142,,I've been on a mission to help expand Connecticut's shellfish industry by making sure Connecticut fishermen can com------ https://t--co/YgX5aEq0gR.,,,0.660207,,,
436,Chris Murphy,ChrisMurphyCT,M,D,Congrats to John Gerard O'Rourke of Milford on being recognized as a #CarnegieHero-- When John saw a 10-year-old boy------ https://t--co/hF8nuSebAc,25,123,0.655473,Congrats to John Gerard O'Rourke of Milford on being recognized as a #CarnegieHero-- When John saw a 10-year-old boy------ https://t--co/hF8nuSebAc.,,,,,,
437,Chris Murphy,ChrisMurphyCT,M,D,"The mishandling of emergency response after Hurricane Maria cannot be explained away-- In their hour of need, Puerto------ https://t--co/SyfvLlBZtk",507,1019,,"The mishandling of emergency response after Hurricane Maria cannot be explained away-- In their hour of need, Puerto------ https://t--co/SyfvLlBZtk.",0.724236,,,,,
438,Chris Murphy,ChrisMurphyCT,M,D,Easter egg hunt aftermath-- https://t--co/48Np9DBFiU,37,783,0.605723,Easter egg hunt aftermath-- https://t--co/48Np9DBFiU.,,,,,,
439,Chris Murphy,ChrisMurphyCT,M,D,Wishing everyone who celebrates a Happy Easter from the Murphy family--,57,1019,0.933337,Wishing everyone who celebrates a Happy Easter from the Murphy family--.,,,,,,
440,Chris Murphy,ChrisMurphyCT,M,D,Looking forward to hosting Ambassador @DanMulhall and George Mitchell at @QuinnipiacU on Tuesday to discuss the Nor------ https://t--co/Klfw2Wpqwo,28,75,0.685658,Looking forward to hosting Ambassador @DanMulhall and George Mitchell at @QuinnipiacU on Tuesday to discuss the Nor------ https://t--co/Klfw2Wpqwo.,,,,,,
441,Chris Murphy,ChrisMurphyCT,M,D,"When it comes to gun violence, lawmakers are realizing that they cannot remain this out of step with their constitu------ https://t--co/Z1PBRCYZyF",745,2823,,"When it comes to gun violence, lawmakers are realizing that they cannot remain this out of step with their constitu------ https://t--co/Z1PBRCYZyF.",,0.559601,,,,
442,Chris Murphy,ChrisMurphyCT,M,D,Kia------------  #UConnNation,28,188,,,,,,,,
443,Chris Murphy,ChrisMurphyCT,M,D,Happy Passover to all who celebrate and will be gathering with friends and family for a Seder tonight--,99,1041,0.935109,Happy Passover to all who celebrate and will be gathering with friends and family for a Seder tonight--.,,,0.660207,,,
444,Chris Murphy,ChrisMurphyCT,M,D,Talked with local leaders in the Naugatuck Valley about how we can keep working together to redevelop old industria------ https://t--co/JVZNGRFsrr,48,165,,,,,,,,
445,Chris Murphy,ChrisMurphyCT,M,D,"My heart goes out to Kevin Miller's family, friends and the @CT_STATE_POLICE as they mourn his loss today-- We're gr------ https://t--co/PhEBYUUGLM",45,262,,"My heart goes out to Kevin Miller's family, friends and the @CT_STATE_POLICE as they mourn his loss today-- We're gr------ https://t--co/PhEBYUUGLM.",,0.806358,,,,
446,Chris Murphy,ChrisMurphyCT,M,D,Yesterday I had a conversation with students at Hillhouse High School in New Haven about how gun violence affects t------ https://t--co/qFTRV7KIkl,244,1070,,,,,,,,
447,Chris Murphy,ChrisMurphyCT,M,D,Great to see @Cigna and their physician partners reach their goal of achieving a 25% reduction in opioid use among------ https://t--co/pGXLNPAB24,45,248,0.631024,Great to see @Cigna and their physician partners reach their goal of achieving a 25% reduction in opioid use among------ https://t--co/pGXLNPAB24.,,,,,,
448,Chris Murphy,ChrisMurphyCT,M,D,Our bill will help hospitals like @ctchildrens and others across the country train new pediatricians and pediatric------ https://t--co/COg46mjPAN,34,130,0.500824,Our bill will help hospitals like @ctchildrens and others across the country train new pediatricians and pediatric------ https://t--co/COg46mjPAN.,,,,,,
449,Chris Murphy,ChrisMurphyCT,M,D,Tens of thousands of veterans with PTSD and traumatic brain injury were denied mental health care because of bad pa------ https://t--co/hngXppYebL,357,966,,Tens of thousands of veterans with PTSD and traumatic brain injury were denied mental health care because of bad pa------ https://t--co/hngXppYebL.,0.892152,0.652351,,,,
450,Chris Murphy,ChrisMurphyCT,M,D,MUST READ: Shulkin warns he was fired so Trump can turn the VA into a money making machine for his friends-- https://t--co/uXbhtMzMn7,12580,17145,,,,,,,,
451,Chris Murphy,ChrisMurphyCT,M,D,"RT @estherschindler: In 1999, I asked David Gerrold to write a ""future of computing"" prediction for the magazine where I was Technology Edi------",50710,0,,,,,,,,
452,Chris Murphy,ChrisMurphyCT,M,D,Connecticut's program for recovery coaches is a model for the country-- My Recovery COACH bill with @SenCapito will------ https://t--co/WEGAPAgLja,13,72,,,,,,,,
453,Chris Murphy,ChrisMurphyCT,M,D,"Continuing my visits around the state to hear what first responders, doctors &amp; families need to combat the opioid c------ https://t--co/CkAmUXHDcX",25,111,,,,,,,,
454,Chris Murphy,ChrisMurphyCT,M,D,My CLEAN UP Act will jumpstart the redevelopment of old industrial sites so we can turn them into new businesses and create jobs--,23,109,,,,,,,,
455,Chris Murphy,ChrisMurphyCT,M,D,Joined folks across the Naugatuck Valley to discuss cleaning up old factories and brownfields to spur local economi------ https://t--co/UQ9VBTrS9J,32,107,,Joined folks across the Naugatuck Valley to discuss cleaning up old factories and brownfields to spur local economi------ https://t--co/UQ9VBTrS9J.,0.724236,,0.660207,,,
456,Chris Murphy,ChrisMurphyCT,M,D,I worked hard on the Appropriations Committee to secure federal funding to combat the opioid crisis-- The feedback I------ https://t--co/9CBC6nPYV5,15,74,,I worked hard on the Appropriations Committee to secure federal funding to combat the opioid crisis-- The feedback I------ https://t--co/9CBC6nPYV5.,,,0.783854,,,
457,Chris Murphy,ChrisMurphyCT,M,D,Meeting in Stratford with first responders &amp; community members from Bridgeport to New Haven who are working in a re------ https://t--co/rj6X1blCX7,28,115,0.639961,Meeting in Stratford with first responders &amp; community members from Bridgeport to New Haven who are working in a re------ https://t--co/rj6X1blCX7.,,,,,,
458,Chris Murphy,ChrisMurphyCT,M,D,RT @StratfordStar: U--S-- Sen-- @ChrisMurphyCT speaks about the opioid crisis to residents and first responders at the St-- Joseph's National C------,10,0,,,,,,,,
459,Chris Murphy,ChrisMurphyCT,M,D,Students from Hillhouse High School in New Haven invited me to come talk about gun violence-- Young people are leadi------ https://t--co/hz25ej46zz,420,2483,,Students from Hillhouse High School in New Haven invited me to come talk about gun violence-- Young people are leadi------ https://t--co/hz25ej46zz.,0.579367,,,,,
460,Chris Murphy,ChrisMurphyCT,M,D,RT @SujataTV: --@ChrisMurphyCT continues the conversation on school safety with students at Hillhouse HS in New Haven-- #wfsb https://t--co/I2------,16,0,,,,,,,,
461,Chris Murphy,ChrisMurphyCT,M,D,RT @cassandrasdis: Sen @ChrisMurphyCT hosting Conversations Across CT at Middletown Police w/chiefs across state - how he can better suppor------,18,0,,,,,,,,
462,Chris Murphy,ChrisMurphyCT,M,D,Great conversation with police chiefs from across the state in Middletown today-- We discussed the opioid crisis &amp; h------ https://t--co/pekStQUdIT,28,144,,Great conversation with police chiefs from across the state in Middletown today-- We discussed the opioid crisis &amp; h------ https://t--co/pekStQUdIT.,,,,,0.633566,
463,Chris Murphy,ChrisMurphyCT,M,D,Visited @UConn &amp; learned about their innovative partnership with Quiet Corner manufacturers-- It's a great program t------ https://t--co/H8MlhWDeCo,19,60,0.807698,Visited @UConn &amp; learned about their innovative partnership with Quiet Corner manufacturers-- It's a great program t------ https://t--co/H8MlhWDeCo.,,,,,,
464,Chris Murphy,ChrisMurphyCT,M,D,"RT @UConnEngineer: We're here for a round table with @ChrisMurphyCT, who is talking on two major @UConn Engineering programs, the Quiet Cor------",15,0,0.544778,"RT @UConnEngineer: We're here for a round table with @ChrisMurphyCT, who is talking on two major @UConn Engineering programs, the Quiet Cor------.",,,,,,
465,Chris Murphy,ChrisMurphyCT,M,D,#HartfordHasIt https://t--co/AOnLUQztWh,14,21,,,,,,,,
466,Chris Murphy,ChrisMurphyCT,M,D,Spectacular-- https://t--co/Rlxrsj3oXY,22,144,,,,,,,,
467,Chris Murphy,ChrisMurphyCT,M,D,So upsetting-- https://t--co/s7m1VxerdJ,8,69,,So upsetting-- https://t--co/s7m1VxerdJ.,,0.916667,,,,0.931034
468,Chris Murphy,ChrisMurphyCT,M,D,"The opioid crisis is devastating CT-- I fought hard for more federal funding to help out local communities-- Today, I------ https://t--co/K1nyP1T1ic",46,162,,"The opioid crisis is devastating CT-- I fought hard for more federal funding to help out local communities-- Today, I------ https://t--co/K1nyP1T1ic.",,0.651099,,,,
469,Chris Murphy,ChrisMurphyCT,M,D,Standing with veterans in Hartford to celebrate my Honor Our Commitment Act being signed into law-- Too many veteran------ https://t--co/HXbJ6Ozw6M,78,261,0.580121,Standing with veterans in Hartford to celebrate my Honor Our Commitment Act being signed into law-- Too many veteran------ https://t--co/HXbJ6Ozw6M.,,,,,,
470,Chris Murphy,ChrisMurphyCT,M,D,Shoutout to Trumbull High School's Model Congress team-- Connecticut's student leaders make us all proud-- https://t--co/oRtwXd8n12,45,288,0.725454,Shoutout to Trumbull High School's Model Congress team-- Connecticut's student leaders make us all proud-- https://t--co/oRtwXd8n12.,,,0.727798,,,
471,Chris Murphy,ChrisMurphyCT,M,D,"Over the weekend hundreds of thousands of people marched to demand stronger gun laws-- Now, they are taking the figh------ https://t--co/WRGDjz4QOh",398,1636,,,,,,,,
472,Chris Murphy,ChrisMurphyCT,M,D,Last week my Honor Our Commitment Act was passed as part of the bipartisan funding bill-- It will help hundreds of t------ https://t--co/XvKQOx2WQn,76,316,0.524828,Last week my Honor Our Commitment Act was passed as part of the bipartisan funding bill-- It will help hundreds of t------ https://t--co/XvKQOx2WQn.,,,,,,
473,Chris Murphy,ChrisMurphyCT,M,D,"Over the weekend I visited by Oakridge Dairy Farm in Ellington-- Seth, the CEO gave me a tour of their new facility------ https://t--co/yl9wsTr9zE",39,269,0.561239,"Over the weekend I visited by Oakridge Dairy Farm in Ellington-- Seth, the CEO gave me a tour of their new facility------ https://t--co/yl9wsTr9zE.",,,,,,
474,Chris Murphy,ChrisMurphyCT,M,D,Yesterday's #MarchForOurLives events in Connecticut were nothing short of amazing https://t--co/PfUwZAi9gy,168,1000,0.880325,Yesterday's #MarchForOurLives events in Connecticut were nothing short of amazing https://t--co/PfUwZAi9gy.,,,,,,
475,Chris Murphy,ChrisMurphyCT,M,D,"RT @NPR: Nearly 3/4 of U--S-- teachers do not want to carry guns in school, and they overwhelmingly favor gun control measures over security------",520,0,,"RT @NPR: Nearly 3/4 of U--S-- teachers do not want to carry guns in school, and they overwhelmingly favor gun control measures over security------.",,,,,0.503933,
476,Chris Murphy,ChrisMurphyCT,M,D,My message to everyone who joined the #MarchForOurLives today https://t--co/xCnp9xIChb,475,2398,0.677137,My message to everyone who joined the #MarchForOurLives today https://t--co/xCnp9xIChb.,,,,,,
477,Chris Murphy,ChrisMurphyCT,M,D,"Me and my mom at today's amazing #MarchForOurLives in Hartford-- Growing up, she taught me that if reason doesn't wo------ https://t--co/yEDX0DD6QU",385,2475,0.917126,"Me and my mom at today's amazing #MarchForOurLives in Hartford-- Growing up, she taught me that if reason doesn't wo------ https://t--co/yEDX0DD6QU.",0.687768,,,,,
478,Chris Murphy,ChrisMurphyCT,M,D,"RT @kylegriffin1: 11-year old Naomi Wadler: ""I am here to acknowledge and represent the African-American girls whose stories don't make the------",54936,0,,,,,,,,
479,Chris Murphy,ChrisMurphyCT,M,D,Every great social change movement in this country's history has been led by young people-- https://t--co/OSQ3uRqBJN,3018,11125,0.671865,Every great social change movement in this country's history has been led by young people-- https://t--co/OSQ3uRqBJN.,0.532616,,0.727798,,,
480,Chris Murphy,ChrisMurphyCT,M,D,"Just left Guilford, CT-- Massive turnout   Thousands when I spoke and many more still arriving-- It's all happening-- https://t--co/69rFgYG7NA",422,2203,,,,,,,,
481,Chris Murphy,ChrisMurphyCT,M,D,RT @funder: Check out how big #MarchForOurLives in DC is-- Wow-- America rules--  https://t--co/2EvlSk5Yis,2585,0,,,,,,,,
482,Chris Murphy,ChrisMurphyCT,M,D,Takes infrastructure to do something like this-- The modern anti-gun violence movement started the day after Sandy H------ https://t--co/PYCViifal4,399,2027,,Takes infrastructure to do something like this-- The modern anti-gun violence movement started the day after Sandy H------ https://t--co/PYCViifal4.,,,,0.75152,,
483,Chris Murphy,ChrisMurphyCT,M,D,"To everyone marching today - thank you for standing up, speaking out and making your voices heard-- Together, we wil------ https://t--co/5NfykyVS4n",1606,6745,0.802407,"To everyone marching today - thank you for standing up, speaking out and making your voices heard-- Together, we wil------ https://t--co/5NfykyVS4n.",0.527318,,,,,
484,Chris Murphy,ChrisMurphyCT,M,D,"RT @NATIONALSAVE: This picture says it all-------- a mother who lost her precious child Dylan at the Sandy Hook shooting, amongst the young peo------",330,0,,"RT @NATIONALSAVE: This picture says it all-------- a mother who lost her precious child Dylan at the Sandy Hook shooting, amongst the young peo------.",,0.543234,0.543112,,,
485,Chris Murphy,ChrisMurphyCT,M,D,"Students are marching tomorrow-- But if politicians think they will stop after the march is over, they are wrong-- https://t--co/UrrcBp0UPF",749,3172,,"Students are marching tomorrow-- But if politicians think they will stop after the march is over, they are wrong-- https://t--co/UrrcBp0UPF.",0.705784,0.507624,,,,
486,Chris Murphy,ChrisMurphyCT,M,D,#ICYMI earlier this week we passed a law that will crack down on websites that facilitate human trafficking and giv------ https://t--co/zyZkhO0sE6,52,220,,#ICYMI earlier this week we passed a law that will crack down on websites that facilitate human trafficking and giv------ https://t--co/zyZkhO0sE6.,,0.506839,,,,
487,Chris Murphy,ChrisMurphyCT,M,D,Are you joining @AMarch4OurLives tomorrow-- I'll be at the Connecticut marches in Hartford and Guilford-- #IWillMarch https://t--co/TfoekNNIyt,188,849,0.511962,Are you joining @AMarch4OurLives tomorrow-- I'll be at the Connecticut marches in Hartford and Guilford-- #IWillMarch https://t--co/TfoekNNIyt.,,,,,,
488,Chris Murphy,ChrisMurphyCT,M,D,"Millions of you called, wrote, showed up and fought to protect the ACA when it looked like repeal was all but inevi------ https://t--co/3sFFqBgtEx",124,496,,,,,,,,
489,Chris Murphy,ChrisMurphyCT,M,D,The Trump administration is doing everything they can to chip away at these gains-- They failed to repeal the ACA bu------ https://t--co/FU4y0FzZdy,113,378,,The Trump administration is doing everything they can to chip away at these gains-- They failed to repeal the ACA bu------ https://t--co/FU4y0FzZdy.,,0.555167,,,,
490,Chris Murphy,ChrisMurphyCT,M,D,Eight years ago today the Affordable Care Act was signed into law-- Thanks to the ACA:--- Million gained coverage--- N------ https://t--co/MdcEABEoys,582,2543,,,,,,,,
491,Chris Murphy,ChrisMurphyCT,M,D,"RT @MoveOn: ""Now that this movement to try to pass stronger gun laws is being led in part by students who have risen up all over the countr------",135,0,,,,,,,,
492,Chris Murphy,ChrisMurphyCT,M,D,A rare domestic @united flight this morning-- I measure 3--75 inches of legroom and a seat that seems to be actually------ https://t--co/LhUs5ucxWW,151,1808,,A rare domestic @united flight this morning-- I measure 3--75 inches of legroom and a seat that seems to be actually------ https://t--co/LhUs5ucxWW.,0.670204,,,,,
493,Chris Murphy,ChrisMurphyCT,M,D,"RT @samstein: No one has followed Bolton's career closer than @MarkLGoldberg-- ----Be Afraid, he writes-- --https://t--co/Biv8YHXIex",1130,0,,"RT @samstein: No one has followed Bolton's career closer than @MarkLGoldberg-- ----Be Afraid, he writes-- --https://t--co/Biv8YHXIex.",,,,,0.852343,
494,Chris Murphy,ChrisMurphyCT,M,D,"Like any big bipartisan piece of legislation, this bill is a compromise and there are pieces of it I don't like-- Bu------ https://t--co/TA1yjmFOW9",38,305,,"Like any big bipartisan piece of legislation, this bill is a compromise and there are pieces of it I don't like-- Bu------ https://t--co/TA1yjmFOW9.",,,,0.786991,,
495,Chris Murphy,ChrisMurphyCT,M,D,The bill also funds mental health and addiction treatment programs passed as part of my Mental Health Reform Act an------ https://t--co/0kIKuUw90f,38,263,,,,,,,,
496,Chris Murphy,ChrisMurphyCT,M,D,"I voted yes on the funding bill because it contains major investments for Connecticut-- New money for CT subs, helic------ https://t--co/MNGbfwhjhI",55,403,,,,,,,,
497,Chris Murphy,ChrisMurphyCT,M,D,RT @BetoORourke: One year ago @ChrisMurphyCT &amp; I intro'd bill to allow veterans w bad paper discharge to get mental health care-- Along with------,348,0,,RT @BetoORourke: One year ago @ChrisMurphyCT &amp; I intro'd bill to allow veterans w bad paper discharge to get mental health care-- Along with------.,,0.692391,,,,
498,Chris Murphy,ChrisMurphyCT,M,D,The person who will be first in/first out of the Oval Office on national security matters passionately believes the------ https://t--co/8nQYhk6J1z,5338,11065,,,,,,,,
499,Chris Murphy,ChrisMurphyCT,M,D,John Bolton is being picked for the top non-confirmable national security job because a Senate that confirmed DeVos------ https://t--co/rga0mXfIot,5573,13922,,John Bolton is being picked for the top non-confirmable national security job because a Senate that confirmed DeVos------ https://t--co/rga0mXfIot.,0.842108,,,,,
500,Chris Murphy,ChrisMurphyCT,M,D,RT @starsandstripes: Mental health care for veterans with 'bad paper' included in spending bill: https://t--co/OH4nixos0d,46,0,,RT @starsandstripes: Mental health care for veterans with 'bad paper' included in spending bill: https://t--co/OH4nixos0d.,,0.617001,,,,
501,Chris Murphy,ChrisMurphyCT,M,D,4/ Thanks to all the Reps and Senators who helped make this happen: @BetoORourke @RepMikeCoffman @JerryMoran------ https://t--co/nBkPuWpbVN,47,418,,4/ Thanks to all the Reps and Senators who helped make this happen: @BetoORourke @RepMikeCoffman @JerryMoran------ https://t--co/nBkPuWpbVN.,,,0.704642,,,
502,Chris Murphy,ChrisMurphyCT,M,D,"3/ Over 20,000 vets w PTSD were given ""bad paper discharges"", likely due to conduct related to their PTSD-- This cut------ https://t--co/XMnPUf9vkZ",95,520,,"3/ Over 20,000 vets w PTSD were given ""bad paper discharges"", likely due to conduct related to their PTSD-- This cut------ https://t--co/XMnPUf9vkZ.",0.560098,0.665017,,,,
503,Chris Murphy,ChrisMurphyCT,M,D,2/ Last year I took a chance and forced a vote in Appropriations Committee on my Honor Our Commitment Act (intro'd------ https://t--co/YuDfyOqEJB,58,292,,2/ Last year I took a chance and forced a vote in Appropriations Committee on my Honor Our Commitment Act (intro'd------ https://t--co/YuDfyOqEJB.,0.762356,,,,,
504,Chris Murphy,ChrisMurphyCT,M,D,"1/ Still reading the budget, but amazing news: my bill requiring the VA to starting treating vets w PTSD but bad co------ https://t--co/hCOTfucwnI",448,2728,,"1/ Still reading the budget, but amazing news: my bill requiring the VA to starting treating vets w PTSD but bad co------ https://t--co/hCOTfucwnI.",,0.625359,,,,
505,Chris Murphy,ChrisMurphyCT,M,D,"""187,000 students have been exposed to gun violence at school since Columbine"" https://t--co/yzVvZPvAhN----This is why------ https://t--co/APK05RFa5Y",266,532,,"""187,000 students have been exposed to gun violence at school since Columbine"" https://t--co/yzVvZPvAhN----This is why------ https://t--co/APK05RFa5Y.",,,,,,0.651893
506,Chris Murphy,ChrisMurphyCT,M,D,I would turn this on now if you're near a screen-- https://t--co/2VG4CEQK1N,104,604,,,,,,,,
507,Chris Murphy,ChrisMurphyCT,M,D,I would highly recommend you tune in on CSPAN to @SenDougJones maiden Senate speech today at 1pm-- Topic will surprise you--,115,410,0.501552,I would highly recommend you tune in on CSPAN to @SenDougJones maiden Senate speech today at 1pm-- Topic will surprise you--.,,,,,,
508,Chris Murphy,ChrisMurphyCT,M,D,Stay safe out there-- Some good tips from @CT_state_police --https://t--co/98PUrKQTeA,37,97,0.772307,Stay safe out there-- Some good tips from @CT_state_police --https://t--co/98PUrKQTeA.,0.724236,,,0.856622,,
509,Chris Murphy,ChrisMurphyCT,M,D,On Monday I made a reasonable offer on behalf of Democratic leadership to debate gun violence before the Easter rec------ https://t--co/5EHSpCDwBv,1956,3626,,On Monday I made a reasonable offer on behalf of Democratic leadership to debate gun violence before the Easter rec------ https://t--co/5EHSpCDwBv.,0.790954,,,,,
510,Chris Murphy,ChrisMurphyCT,M,D,Happy #NationalAgDay to all our Connecticut farmers-- CT farms contribute nearly $4 billion to our state economy eac------ https://t--co/NX9QHo5W0b,50,313,0.63602,Happy #NationalAgDay to all our Connecticut farmers-- CT farms contribute nearly $4 billion to our state economy eac------ https://t--co/NX9QHo5W0b.,,,,,,
